Book Id	Title	Sort Character	Primary Author	Primary Author Role	Secondary Author	Secondary Author Roles	Publication	Date	Review	Rating	Comment	Private Comment	Summary	Media	Physical Description	Weight	Height	Thickness	Length	Dimensions	Page Count	LCCN	Acquired	Date Started	Date Read	Barcode	BCID	Tags	Collections	Languages	Original Languages	LC Classification	ISBN	ISBNs	Subjects	Dewey Decimal	Dewey Wording	Other Call Number	Copies	Source	Entry Date	From Where	OCLC	Work id	Lending Patron	Lending Status	Lending Start	Lending End
203704056	Rich Dad Poor Dad: What the Rich Teach Their Kids About Money-That the Poor and the Middle Class Do Not!	1	Kiyosaki, Robert T.	Author			Business Plus (2000), Edition: 1, 272 pages	2000		5			Rich Dad Poor Dad: What the Rich Teach Their Kids About Money-That the Poor and the Middle Class Do Not! by Robert T. Kiyosaki (2000)	Paperback	9 inches	0.59965735264 pounds	9 inches	0.625 inches	6 inches	9 x 6 x 0.625 inches	207 								Your library	English	English	HG179 .K565	[0446677450]	0446677450, 9780446677455	Finance, Personal|Finance, personal|Investments|Rich people|investments	332.024	Economics > Finance > Miscellany And Personal Finance > Personal Finance > Social sciences		1	amazon.com books	[2021-07-30]			12716				
203704058	The Heart Aroused: Poetry and the Preservation of the Soul in Corporate America	5	Whyte, David	Author			Currency (1996), Edition: Rev ed., 368 pages	1996					The Heart Aroused: Poetry and the Preservation of the Soul in Corporate America by David Whyte (1996)	Paperback	7.21 inches	0.57540650382 pounds	7.21 inches	0.77 inches	4.96 inches	7.21 x 4.96 x 0.77 inches	368 								Your library	English	English	BF637.S8 W46	[0385484186]	0385484186, 9780385484183	Conduct of Life|Conduct of life|Quality of work life|Self-actualization (Psychology)|Self-actualization (psychology)|Success|Work environment > Poetry|conduct of life|success	650	Business > Management and auxiliary services > Technology and Application of Knowledge		1	amazon.com books	[2021-07-30]			71346				
203704059	Death March: The Complete Software Developer's Guide to Surviving 'Mission Impossible' Projects (Yourdon Computing Series)	1	Yourdon, Edward	Author			Pearson P T R (1999), 240 pages	1999		5			Death March: The Complete Software Developer's Guide to Surviving 'Mission Impossible' Projects (Yourdon Computing Series) by Edward Yourdon (1999)	Paperback	9 inches	0.85098433132 pounds	9 inches	0.75 inches	6 inches	9 x 6 x 0.75 inches	240 							SW	Your library	English	English	QA76.D47 Y677	[0130146595]	0130146595, 9780130146595		005.1068	Business & Organizations > Computer programming, programs, data, security > Computing and Information > Information > Management > Programming > Programming -- Subdivisions		1	amazon.com books	[2021-07-30]			8382446				
203704061	Blood of the Goddess	1	Schindler, William	Author			Xlibris Corp (2001), Edition: 1, 336 pages	2001		5			Blood of the Goddess by William Schindler (2001)	Paperback															Your library	English	English		[0738847194]	0738847194, 9780738847191		813	American fiction > English (North America) > Literature		1	amazon.com books	[2021-07-30]			2357464				
203704065	The Deadline: A Novel About Project Management	5	DeMarco, Tom	Author			Dorset House (1997), Edition: 1st U.S. Edition, 2nd Printing, 310 pages	1997		5			The Deadline: A Novel About Project Management by Tom DeMarco (1997)	Paperback	8.5 inches	0.45 pounds	8.5 inches	0.75 inches	5.75 inches	8.5 x 5.75 x 0.75 inches	310 								Your library	English	English	PS3554.E449 D42	[0932633390]	0932633390, 9780932633392	Didactic fiction|Project management > Fiction	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature		1	amazon.com books	[2021-07-30]			16832				
203704067	Waltzing With Bears: Managing Risk on Software Projects	1	DeMarco, Tom	Author			Dorset House (2003), 144 pages	2003		5			Waltzing With Bears: Managing Risk on Software Projects by Tom DeMarco (2003)	Paperback	8.75 inches	0.6503636729 pounds	8.75 inches	0.5 inches	5.75 inches	8.75 x 5.75 x 0.5 inches	144 							SW	Your library	English	English	QA76.D47 D4755	[0932633609]	0932633609, 9780932633606	Computer software > Development > Management|Computer software > Management|Risk Management|Risk management	005.1068	Business & Organizations > Computer programming, programs, data, security > Computing and Information > Information > Management > Programming > Programming -- Subdivisions		1	amazon.com books	[2021-07-30]			188256				
203704068	Theory of Constraints	1	Goldratt, Eliyahu M.	Author			North River Press (1999), Edition: 1, 160 pages	1999		4			Theory of Constraints by Eliyahu M. Goldratt (1999)	Paperback	9 inches	0.5 pounds	9 inches	0.5 inches	6.25 inches	9 x 6.25 x 0.5 inches	160 								Your library	English	English	HF5548 .G647	[9780884271666]	9780884271666, 0884271668		658	Management > Management and auxiliary services > Technology and Application of Knowledge		1	amazon.com books	[2021-07-30]			493677				
203704070	The Goal 3th (third) edition Text Only	5	(Author), Eliyahu M. Goldratt	Author			The North River Press (2004), Edition: 3rd	2004		5			The Goal 3th (third) edition Text Only by Eliyahu M. Goldratt (Author) (2004)	Paperback		0.75 pounds	9.05 inches	1.13 inches	6.06 inches	9.05 x 6.06 x 1.13 inches	384 								Your library	English	English	PR9510.G64 G6	[0884271781]	0884271781, 9780884271789	Business > Fiction|Didactic fiction|Manufacturing industries > United States > Fiction|Progress > Fiction	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period		1	amazon.com books	[2021-07-30]			774				
203704072	Stopping Identity Theft: 10 Easy Steps to Security	1	Mitic, Scott	Author			NOLO (2009), Edition: 1st, 256 pages	2009					Stopping Identity Theft: 10 Easy Steps to Security by Scott Mitic (2009)	Paperback		0.78 pounds	8.98 inches	0.56 inches	6.12 inches	8.98 x 6.12 x 0.56 inches	256 								Your library	English	English	HV6679 .M58	[1413309569]	1413309569, 9781413309560		332.024	Economics > Finance > Miscellany And Personal Finance > Personal Finance > Social sciences		1	amazon.com books	[2021-07-30]			8231502				
203704075	Learning CFEngine 3: Automated system administration for sites of any size	1	Zamboni, Diego	Author			O'Reilly Media (2012), Edition: 1, 250 pages	2012		5			Learning CFEngine 3: Automated system administration for sites of any size by Diego Zamboni (2012)	Paperback															Your library	English	English	QA76.C69	[1449312209]	1449312209, 9781449312206		004.068	Business > Computer science > Computer science -- subdivisions > Computing and Information > Information		1	amazon.com books	[2021-07-30]			12406079				
203704077	Maven: The Definitive Guide	1	Company, Sonatype	Author			O'Reilly Media (2008), Edition: 1, 468 pages	2008					Maven: The Definitive Guide by Sonatype Company (2008)	Paperback	9 inches	1.64023922928 pounds	9 inches	1.06 inches	7 inches	9 x 7 x 1.06 inches	480 							SW	Your library	English	English	QA76.D47	[0596517335]	0596517335, 9780596517335		005.133	Computer programming, programs, data, security > Computing and Information > General Programming Languages > Information > Languages > Programming		1	amazon.com books	[2021-07-30]			7490096				
203704079	Just Spring: A Lightweight Introduction to the Spring Framework	1	Konda, Madhusudhan	Author			O'Reilly Media (2011), Edition: 1, 96 pages	2011					Just Spring: A Lightweight Introduction to the Spring Framework by Madhusudhan Konda (2011)	Paperback	9.19 inches	0.26235009178 pounds	9.19 inches	0.2 inches	7 inches	9.19 x 7 x 0.2 inches								SW	Your library	English	English	QA76 .K658	[1449306403]	1449306403, 9781449306403		005.117	Computer programming, programs, data, security > Computing and Information > Information > Object-Oriented Programming > Programming > Techniques		1	amazon.com books	[2021-07-30]			11563349				
203704081	Java in a Nutshell: A Desktop Quick Reference	1	Evans, Benjamin J	Author			O'Reilly Media (2014), Edition: 6, 418 pages	2014		4			Java in a Nutshell: A Desktop Quick Reference by Benjamin J Evans (2014)	Paperback	9.02 inches	1.26 pounds	9.01573 inches	0.8535416 inches	5.98424 inches	9.01573 x 5.98424 x 0.8535416 inches								SW	Your library	English	English	QA76.J38 E83	[1449370829]	1449370829, 9781449370824		005.133	Computer programming, programs, data, security > Computing and Information > General Programming Languages > Information > Languages > Programming		1	amazon.com books	[2021-07-30]			16410103				
203704088	Desktop Kornshell Graphical Programming (Addison-Wesley Professional Computing Series)	1	Stephen, Jr. Pendergrast J.	Author			Addison-Wesley Pub (Sd) (1995), Edition: 1St Edition, 840 pages	1995		5			Desktop Kornshell Graphical Programming (Addison-Wesley Professional Computing Series) by Jr. Pendergrast J. Stephen (1995)	Hardcover														SW	Your library	English	English	QA76.73 .K67 P46	[0201633752]	0201633752, 9780201633757		005.133	Computer programming, programs, data, security > Computing and Information > General Programming Languages > Information > Languages > Programming		1	amazon.com books	[2021-07-30]			3432491				
203704098	Codes, Ciphers and Other Cryptic and Clandestine Communication: 400 Ways to Send Secret Messages from Hieroglyphs to the Internet	1	Wrixon, Fred B.	Author			Black Dog & Leventhal (1998), Edition: Revised, 704 pages	1998		4			Codes, Ciphers and Other Cryptic and Clandestine Communication: 400 Ways to Send Secret Messages from Hieroglyphs to the Internet by Fred B. Wrixon (1998)	Hardcover	9.44 inches	3.30032006214 pounds	9.43998112 inches	1.9499961 inches	8.33998332 inches	9.43998112 x 8.33998332 x 1.9499961 inches								toread, SW	Your library	English	English	Z103 .W75	[1579120407]	1579120407, 9781579120405	Ciphers|Cryptography	652.8	Cryptography > Management and auxiliary services > Technology and Application of Knowledge > Writing: Materials, Typewriters		1	amazon.com books	[2021-07-30]			285272				
203704100	Linux Toys: 13 Cool Projects for Home, Office and Entertainment (ExtremeTech)	1	Negus, Christopher	Author			Wiley (2003), 360 pages	2003		4			Linux Toys: 13 Cool Projects for Home, Office and Entertainment (ExtremeTech) by Christopher Negus (2003)	Paperback														SW	Your library	English	English	QA76.O63 N423	[0764525085]	0764525085, 9780764525087	Multimedia systems|OPERATING SYSTEMS (COMPUTERS)|Operating systems (Computers)|Operating systems (computers)	005.3682	Computer programming, programs, data, security > Computing and Information > For personal computers > Information > Programs		1	amazon.com books	[2021-07-30]			84491				
203704114	The Craft of Prolog (Logic Programming)	5	O'Keefe, Richard A.	Author			The MIT Press (1990), Edition: 1st Edition, 411 pages	1990		5			The Craft of Prolog (Logic Programming) by Richard A. O'Keefe (1990)	Hardcover	9.25 inches	1.69976404002 pounds	9.25 inches	1 inch	7.25 inches	9.25 x 7.25 x 1 inches								SW	Your library	English	English	QA76.P76 O38	[0262150395]	0262150395, 9780262150392	PROLOG (Computer program language)|Prolog (Computer program language)	005.133	Computer programming, programs, data, security > Computing and Information > General Programming Languages > Information > Languages > Programming		1	amazon.com books	[2021-07-30]			294405				
203704117	Mono: A Developer's Notebook	1	Dumbill, Edd	Author			O'Reilly Media (2004), Edition: 1, 304 pages	2004		4			Mono: A Developer's Notebook by Edd Dumbill (2004)	Paperback		1.13 pounds	9.24 inches	0.74 inches	7.09 inches	9.24 x 7.09 x 0.74 inches	304 							SW	Your library	English	English	QA76.M52 D85	[0596007922]	0596007922, 9780596007928	Compilers (Computer programs)|Câ™¯ (Computer program language)|Microsoft .NET Framework|Open source software	005.133	Computer programming, programs, data, security > Computing and Information > General Programming Languages > Information > Languages > Programming		1	amazon.com books	[2021-07-30]			454187				
203704119	Javascript for the World Wide Web (Visual QuickStart Guide)	1	Gesing, Ted	Author			Peachpit Pr (1997), 182 pages	1997		4			Javascript for the World Wide Web (Visual QuickStart Guide) by Ted Gesing (1997)	Paperback	9 inches	0.66579603124 pounds	9 inches	7.25 inches	0.5 inches	9 x 0.5 x 7.25 inches								SW	Your library	English	English	QA76.J39 N44	[020168814X]	020168814X, 9780201688146	JavaScript (Computer program language)|World Wide Web|World Wide web|World wide web	005.2762	Computer programming, programs, data, security > Computing and Information > For Networked Multimedia Systems > Information > Programming for Specific Environments > Web Programming		1	amazon.com books	[2021-07-30]			13484				
203704121	Essential System Administration (Nutshell Handbooks)	1	Frisch, Ã†leen	Author			O'Reilly & Associates (1995), Edition: Second, 788 pages	1995					Essential System Administration (Nutshell Handbooks) by Ã†leen Frisch (1995)	Paperback		2.5 pounds	8.8 inches	1.6 inches	6.9 inches	8.8 x 6.9 x 1.6 inches	788 							SW	Your library	English	English	QA76.O63 F78	[1565921275]	1565921275, 9781565921276	OPERATING SYSTEMS (COMPUTERS)|Operating systems (Computers)|Operating systems (computers)|UNIX (Computer file)	005.43	Computer programming, programs, data, security > Computing and Information > Information > Systems programming and programs > Systems programs		1	amazon.com books	[2021-07-30]			18668				
203704123	The Book of Postfix: State-of-the-Art Message Transport	5	Hildebrandt, Ralf	Author			No Starch Press (2005), Edition: 1st, 496 pages	2005		4			The Book of Postfix: State-of-the-Art Message Transport by Ralf Hildebrandt (2005)	Paperback	9.25 inches	2.1 pounds	9.25 inches	1.2 inches	7 inches	9.25 x 7 x 1.2 inches								SW	Your library	English	English	TK5105.P66 H55	[1593270011]	1593270011, 9781593270018	Electronic mail systems > Computer programs|Internet|Postfix (Computer file)|internet	005.713	Communication > Computer programming, programs, data, security > Computing and Information > Data > Information		1	amazon.com books	[2021-07-30]			735318				
203704124	XSLT: Mastering XML Transformations	1	Tidwell, Doug	Author			O'Reilly Media (2001), Edition: 1, 480 pages	2001		5			XSLT: Mastering XML Transformations by Doug Tidwell (2001)	Paperback		2.38 pounds	9.13 inches	1.1 inches	7.01 inches	9.13 x 7.01 x 1.1 inches	480 							SW	Your library	English, French	English	QA76.X58 T53	[0596000537]	0596000537, 9780596000530	XML (Document markup language)|XSLT (Computer program language)	005.72	Computer programming, programs, data, security > Computing and Information > Data > Information > Preparation and Representation		1	amazon.com books	[2021-07-30]			16862				
203704125	XSLT Cookbook	1	Mangano, Sal	Author			O'Reilly Media (2002), Edition: 1st, 670 pages	2002		5			XSLT Cookbook by Sal Mangano (2002)	Paperback		2.07 pounds	9.06 inches	1.34 inches	6.85 inches	9.06 x 6.85 x 1.34 inches	670 							SW	Your library	English	English	QA76.X58 M36	[0596003722]	0596003722, 9780596003722	XML (Document markup language)|XSLT (Computer program language)	005.133	Computer programming, programs, data, security > Computing and Information > General Programming Languages > Information > Languages > Programming		1	amazon.com books	[2021-07-30]			188293				
